time,strike,type,mark_iv,oi
2025-01-01T06:00:00Z,60000.0000,PUT,0.7975,361.0182
2025-01-01T06:00:00Z,61000.0000,CALL,0.8081,298.2037
2025-01-01T06:00:00Z,61000.0000,PUT,0.8081,420.1640
2025-01-01T06:00:00Z,62000.0000,CALL,0.8281,213.9132
2025-01-01T06:00:00Z,62000.0000,PUT,0.8281,523.4415
2025-01-01T07:00:00Z,58000.0000,CALL,0.8509,236.9775
2025-01-01T07:00:00Z,58000.0000,PUT,0.8509,479.5117
2025-01-01T07:00:00Z,59000.0000,CALL,0.8309,215.2973
2025-01-01T07:00:00Z,59000.0000,PUT,0.8309,406.8285
2025-01-01T07:00:00Z,60000.0000,CALL,0.8109,282.4693
2025-01-01T07:00:00Z,60000.0000,PUT,0.8109,495.1375
2025-01-01T07:00:00Z,61000.0000,CALL,0.8235,232.5353
2025-01-01T07:00:00Z,61000.0000,PUT,0.8235,361.6997
2025-01-01T07:00:00Z,62000.0000,CALL,0.8435,211.0433
2025-01-01T07:00:00Z,62000.0000,PUT,0.8435,513.6527
2025-01-01T08:00:00Z,58000.0000,CALL,0.9058,299.1164
2025-01-01T08:00:00Z,58000.0000,PUT,0.9058,384.0165
2025-01-01T08:00:00Z,59000.0000,CALL,0.8858,243.0261
2025-01-01T08:00:00Z,59000.0000,PUT,0.8858,392.7408
2025-01-01T08:00:00Z,60000.0000,CALL,0.8658,292.9869
2025-01-01T08:00:00Z,60000.0000,PUT,0.8658,474.6423
2025-01-01T08:00:00Z,61000.0000,CALL,0.8748,248.1591
2025-01-01T08:00:00Z,61000.0000,PUT,0.8748,398.8401
2025-01-01T08:00:00Z,62000.0000,CALL,0.8948,225.1348
2025-01-01T08:00:00Z,62000.0000,PUT,0.8948,544.5960
2025-01-01T09:00:00Z,58000.0000,CALL,0.9194,265.5929
2025-01-01T09:00:00Z,58000.0000,PUT,0.9194,502.4553
2025-01-01T09:00:00Z,59000.0000,CALL,0.8994,256.8597
2025-01-01T09:00:00Z,59000.0000,PUT,0.8994,452.5814
2025-01-01T09:00:00Z,60000.0000,CALL,0.8794,202.5312
2025-01-01T09:00:00Z,60000.0000,PUT,0.8794,550.0272
2025-01-01T09:00:00Z,61000.0000,CALL,0.8855,270.3365
2025-01-01T09:00:00Z,61000.0000,PUT,0.8855,532.7146
2025-01-01T09:00:00Z,62000.0000,CALL,0.9055,278.9101
2025-01-01T09:00:00Z,62000.0000,PUT,0.9055,395.4907
2025-01-01T10:00:00Z,58000.0000,CALL,0.9353,263.8428
2025-01-01T10:00:00Z,58000.0000,PUT,0.9353,440.1595
2025-01-01T10:00:00Z,59000.0000,CALL,0.9153,242.0327
2025-01-01T10:00:00Z,59000.0000,PUT,0.9153,542.3360
2025-01-01T10:00:00Z,60000.0000,CALL,0.8953,206.2171
2025-01-01T10:00:00Z,60000.0000,PUT,0.8953,473.6096
2025-01-01T10:00:00Z,61000.0000,CALL,0.9025,247.8561
2025-01-01T10:00:00Z,61000.0000,PUT,0.9025,545.2501
2025-01-01T10:00:00Z,62000.0000,CALL,0.9225,237.0135
2025-01-01T10:00:00Z,62000.0000,PUT,0.9225,550.0775
2025-01-01T11:00:00Z,58000.0000,CALL,0.9054,231.6305
2025-01-01T11:00:00Z,58000.0000,PUT,0.9054,526.8364
2025-01-01T11:00:00Z,59000.0000,CALL,0.8854,256.7736
2025-01-01T11:00:00Z,59000.0000,PUT,0.8854,529.5026
2025-01-01T11:00:00Z,60000.0000,CALL,0.8654,273.0571
2025-01-01T11:00:00Z,60000.0000,PUT,0.8654,520.4976
2025-01-01T11:00:00Z,61000.0000,CALL,0.8823,241.6218
2025-01-01T11:00:00Z,61000.0000,PUT,0.8823,419.9192
2025-01-01T11:00:00Z,62000.0000,CALL,0.9023,253.3920
2025-01-01T11:00:00Z,62000.0000,PUT,0.9023,536.2249
2025-01-01T12:00:00Z,58000.0000,CALL,0.9343,288.8801
2025-01-01T12:00:00Z,58000.0000,PUT,0.9343,403.3041
2025-01-01T12:00:00Z,59000.0000,CALL,0.9143,290.5419
2025-01-01T12:00:00Z,59000.0000,PUT,0.9143,400.8336
2025-01-01T12:00:00Z,60000.0000,CALL,0.8943,205.5983
2025-01-01T12:00:00Z,60000.0000,PUT,0.8943,413.3627
2025-01-01T12:00:00Z,61000.0000,CALL,0.9129,213.6425
2025-01-01T12:00:00Z,61000.0000,PUT,0.9129,418.9648
2025-01-01T12:00:00Z,62000.0000,CALL,0.9329,222.8000
2025-01-01T12:00:00Z,62000.0000,PUT,0.9329,434.2190
2025-01-01T13:00:00Z,58000.0000,CALL,0.9014,220.8523
2025-01-01T13:00:00Z,58000.0000,PUT,0.9014,513.3615
2025-01-01T13:00:00Z,59000.0000,CALL,0.8814,274.4560
2025-01-01T13:00:00Z,59000.0000,PUT,0.8814,546.4855
2025-01-01T13:00:00Z,60000.0000,CALL,0.8614,258.0584
2025-01-01T13:00:00Z,60000.0000,PUT,0.8614,389.6328
2025-01-01T13:00:00Z,61000.0000,CALL,0.8752,270.3909
2025-01-01T13:00:00Z,61000.0000,PUT,0.8752,551.5022
2025-01-01T13:00:00Z,62000.0000,CALL,0.8952,266.5414
2025-01-01T13:00:00Z,62000.0000,PUT,0.8952,457.1626
2025-01-01T14:00:00Z,58000.0000,CALL,0.8956,269.7505
2025-01-01T14:00:00Z,58000.0000,PUT,0.8956,403.3129
2025-01-01T14:00:00Z,59000.0000,CALL,0.8756,220.2835
2025-01-01T14:00:00Z,59000.0000,PUT,0.8756,421.8536
2025-01-01T14:00:00Z,60000.0000,CALL,0.8556,242.0330
2025-01-01T14:00:00Z,60000.0000,PUT,0.8556,532.8878
2025-01-01T14:00:00Z,61000.0000,CALL,0.8697,297.1880
2025-01-01T14:00:00Z,61000.0000,PUT,0.8697,425.9514
2025-01-01T14:00:00Z,62000.0000,CALL,0.8897,232.0273
2025-01-01T14:00:00Z,62000.0000,PUT,0.8897,518.1643
2025-01-01T15:00:00Z,58000.0000,CALL,0.8843,283.7518
2025-01-01T15:00:00Z,58000.0000,PUT,0.8843,433.0470
2025-01-01T15:00:00Z,59000.0000,CALL,0.8643,208.5050
2025-01-01T15:00:00Z,59000.0000,PUT,0.8643,379.1434
2025-01-01T15:00:00Z,60000.0000,CALL,0.8443,211.4079
2025-01-01T15:00:00Z,60000.0000,PUT,0.8443,472.4525
2025-01-01T15:00:00Z,61000.0000,CALL,0.8551,205.9661
2025-01-01T15:00:00Z,61000.0000,PUT,0.8551,393.1355
2025-01-01T15:00:00Z,62000.0000,CALL,0.8751,251.2836
2025-01-01T15:00:00Z,62000.0000,PUT,0.8751,426.7749
2025-01-01T16:00:00Z,58000.0000,CALL,0.8654,297.3891
2025-01-01T16:00:00Z,58000.0000,PUT,0.8654,486.0270
2025-01-01T16:00:00Z,59000.0000,CALL,0.8454,297.2512
2025-01-01T16:00:00Z,59000.0000,PUT,0.8454,451.9572
2025-01-01T16:00:00Z,60000.0000,CALL,0.8254,252.3843
2025-01-01T16:00:00Z,60000.0000,PUT,0.8254,541.0836
2025-01-01T16:00:00Z,61000.0000,CALL,0.8311,230.9493
2025-01-01T16:00:00Z,61000.0000,PUT,0.8311,514.5409
2025-01-01T16:00:00Z,62000.0000,CALL,0.8511,218.4957
2025-01-01T16:00:00Z,62000.0000,PUT,0.8511,398.1606
2025-01-01T17:00:00Z,58000.0000,CALL,0.8597,202.1473
2025-01-01T17:00:00Z,58000.0000,PUT,0.8597,396.4118
2025-01-01T17:00:00Z,59000.0000,CALL,0.8397,271.3598
2025-01-01T17:00:00Z,59000.0000,PUT,0.8397,391.5865
2025-01-01T17:00:00Z,60000.0000,CALL,0.8197,203.6383
2025-01-01T17:00:00Z,60000.0000,PUT,0.8197,517.8943
2025-01-01T17:00:00Z,61000.0000,CALL,0.8274,219.7532
2025-01-01T17:00:00Z,61000.0000,PUT,0.8274,513.1961
2025-01-01T17:00:00Z,62000.0000,CALL,0.8474,216.8933
2025-01-01T17:00:00Z,62000.0000,PUT,0.8474,467.0950
2025-01-01T18:00:00Z,59000.0000,CALL,0.8121,299.2171
2025-01-01T18:00:00Z,59000.0000,PUT,0.8121,380.3795
2025-01-01T18:00:00Z,60000.0000,CALL,0.7921,215.5676
2025-01-01T18:00:00Z,60000.0000,PUT,0.7921,380.8147
2025-01-01T18:00:00Z,61000.0000,CALL,0.7907,246.6599
2025-01-01T18:00:00Z,61000.0000,PUT,0.7907,488.1558
2025-01-01T18:00:00Z,62000.0000,CALL,0.8107,296.2971
2025-01-01T18:00:00Z,62000.0000,PUT,0.8107,407.1334
2025-01-01T18:00:00Z,63000.0000,CALL,0.8307,256.4635
2025-01-01T18:00:00Z,63000.0000,PUT,0.8307,484.6648
2025-01-01T19:00:00Z,59000.0000,CALL,0.7682,206.0088
2025-01-01T19:00:00Z,59000.0000,PUT,0.7682,488.2192
2025-01-01T19:00:00Z,60000.0000,CALL,0.7482,227.4901
2025-01-01T19:00:00Z,60000.0000,PUT,0.7482,390.3122
2025-01-01T19:00:00Z,61000.0000,CALL,0.7397,259.1531
2025-01-01T19:00:00Z,61000.0000,PUT,0.7397,379.2870
2025-01-01T19:00:00Z,62000.0000,CALL,0.7597,292.1674
2025-01-01T19:00:00Z,62000.0000,PUT,0.7597,491.2396
2025-01-01T19:00:00Z,63000.0000,CALL,0.7797,281.4032
2025-01-01T19:00:00Z,63000.0000,PUT,0.7797,359.7944
2025-01-01T20:00:00Z,59000.0000,CALL,0.7402,259.4883
2025-01-01T20:00:00Z,59000.0000,PUT,0.7402,369.4710
2025-01-01T20:00:00Z,60000.0000,CALL,0.7202,203.4930
2025-01-01T20:00:00Z,60000.0000,PUT,0.7202,358.0557
2025-01-01T20:00:00Z,61000.0000,CALL,0.7099,265.7205
2025-01-01T20:00:00Z,61000.0000,PUT,0.7099,506.4522
2025-01-01T20:00:00Z,62000.0000,CALL,0.7299,277.4935
2025-01-01T20:00:00Z,62000.0000,PUT,0.7299,382.3062
2025-01-01T20:00:00Z,63000.0000,CALL,0.7499,239.0253
2025-01-01T20:00:00Z,63000.0000,PUT,0.7499,462.5385
2025-01-01T21:00:00Z,59000.0000,CALL,0.6834,263.0099
2025-01-01T21:00:00Z,59000.0000,PUT,0.6834,393.9726
2025-01-01T21:00:00Z,60000.0000,CALL,0.6634,247.8778
2025-01-01T21:00:00Z,60000.0000,PUT,0.6634,451.0447
2025-01-01T21:00:00Z,61000.0000,CALL,0.6584,292.6479
2025-01-01T21:00:00Z,61000.0000,PUT,0.6584,473.6343
2025-01-01T21:00:00Z,62000.0000,CALL,0.6784,245.9753
2025-01-01T21:00:00Z,62000.0000,PUT,0.6784,369.5339
2025-01-01T21:00:00Z,63000.0000,CALL,0.6984,207.6211
2025-01-01T21:00:00Z,63000.0000,PUT,0.6984,476.5278
2025-01-01T22:00:00Z,58000.0000,CALL,0.6569,278.8924
2025-01-01T22:00:00Z,58000.0000,PUT,0.6569,447.4305
2025-01-01T22:00:00Z,59000.0000,CALL,0.6369,296.0698
2025-01-01T22:00:00Z,59000.0000,PUT,0.6369,333.4791
2025-01-01T22:00:00Z,60000.0000,CALL,0.6169,219.8063
2025-01-01T22:00:00Z,60000.0000,PUT,0.6169,346.6677
2025-01-01T22:00:00Z,61000.0000,CALL,0.6175,273.8145
2025-01-01T22:00:00Z,61000.0000,PUT,0.6175,348.1529
2025-01-01T22:00:00Z,62000.0000,CALL,0.6375,245.2798
2025-01-01T22:00:00Z,62000.0000,PUT,0.6375,429.2877
2025-01-01T23:00:00Z,59000.0000,CALL,0.6147,227.2277
2025-01-01T23:00:00Z,59000.0000,PUT,0.6147,385.3740
2025-01-01T23:00:00Z,60000.0000,CALL,0.5947,205.5929
2025-01-01T23:00:00Z,60000.0000,PUT,0.5947,466.1318
2025-01-01T23:00:00Z,61000.0000,CALL,0.5906,211.2326
2025-01-01T23:00:00Z,61000.0000,PUT,0.5906,443.8043
2025-01-01T23:00:00Z,62000.0000,CALL,0.6106,270.1090
2025-01-01T23:00:00Z,62000.0000,PUT,0.6106,380.0857
2025-01-01T23:00:00Z,63000.0000,CALL,0.6306,211.9064
2025-01-01T23:00:00Z,63000.0000,PUT,0.6306,347.0578
2025-01-02T00:00:00Z,59000.0000,CALL,0.5769,234.1981
2025-01-02T00:00:00Z,59000.0000,PUT,0.5769,363.3821
2025-01-02T00:00:00Z,60000.0000,CALL,0.5569,244.5416
2025-01-02T00:00:00Z,60000.0000,PUT,0.5569,413.1277
2025-01-02T00:00:00Z,61000.0000,CALL,0.5509,235.0865
2025-01-02T00:00:00Z,61000.0000,PUT,0.5509,461.7498
2025-01-02T00:00:00Z,62000.0000,CALL,0.5709,263.0548
2025-01-02T00:00:00Z,62000.0000,PUT,0.5709,437.9399
2025-01-02T00:00:00Z,63000.0000,CALL,0.5909,217.5035
2025-01-02T00:00:00Z,63000.0000,PUT,0.5909,312.1909
2025-01-02T01:00:00Z,59000.0000,CALL,0.5376,210.2169
2025-01-02T01:00:00Z,59000.0000,PUT,0.5376,331.4567
2025-01-02T01:00:00Z,60000.0000,CALL,0.5176,294.3911
2025-01-02T01:00:00Z,60000.0000,PUT,0.5176,384.5200
2025-01-02T01:00:00Z,61000.0000,CALL,0.5047,282.4915
2025-01-02T01:00:00Z,61000.0000,PUT,0.5047,318.0984
2025-01-02T01:00:00Z,62000.0000,CALL,0.5247,287.0682
2025-01-02T01:00:00Z,62000.0000,PUT,0.5247,405.0944
2025-01-02T01:00:00Z,63000.0000,CALL,0.5447,268.7603
2025-01-02T01:00:00Z,63000.0000,PUT,0.5447,345.9461
2025-01-02T02:00:00Z,59000.0000,CALL,0.5095,229.8663
2025-01-02T02:00:00Z,59000.0000,PUT,0.5095,341.7135
2025-01-02T02:00:00Z,60000.0000,CALL,0.4895,217.1661
2025-01-02T02:00:00Z,60000.0000,PUT,0.4895,356.9919
2025-01-02T02:00:00Z,61000.0000,CALL,0.4811,272.4633
2025-01-02T02:00:00Z,61000.0000,PUT,0.4811,347.1129
2025-01-02T02:00:00Z,62000.0000,CALL,0.5011,223.6279
2025-01-02T02:00:00Z,62000.0000,PUT,0.5011,306.7366
2025-01-02T02:00:00Z,63000.0000,CALL,0.5211,201.8445
2025-01-02T02:00:00Z,63000.0000,PUT,0.5211,345.6591
2025-01-02T03:00:00Z,59000.0000,CALL,0.4738,231.7153
2025-01-02T03:00:00Z,59000.0000,PUT,0.4738,372.4527
2025-01-02T03:00:00Z,60000.0000,CALL,0.4538,256.3061
2025-01-02T03:00:00Z,60000.0000,PUT,0.4538,429.8542
2025-01-02T03:00:00Z,61000.0000,CALL,0.4433,210.2937
2025-01-02T03:00:00Z,61000.0000,PUT,0.4433,423.7878
2025-01-02T03:00:00Z,62000.0000,CALL,0.4633,293.0650
2025-01-02T03:00:00Z,62000.0000,PUT,0.4633,342.5544
2025-01-02T03:00:00Z,63000.0000,CALL,0.4833,259.1112
2025-01-02T03:00:00Z,63000.0000,PUT,0.4833,417.2516
2025-01-02T04:00:00Z,59000.0000,CALL,0.4488,266.5769
2025-01-02T04:00:00Z,59000.0000,PUT,0.4488,316.0907
2025-01-02T04:00:00Z,60000.0000,CALL,0.4288,224.8007
2025-01-02T04:00:00Z,60000.0000,PUT,0.4288,397.4720
2025-01-02T04:00:00Z,61000.0000,CALL,0.4165,276.8105
2025-01-02T04:00:00Z,61000.0000,PUT,0.4165,309.5606
2025-01-02T04:00:00Z,62000.0000,CALL,0.4365,266.6225
2025-01-02T04:00:00Z,62000.0000,PUT,0.4365,392.2299
2025-01-02T04:00:00Z,63000.0000,CALL,0.4565,290.4559
2025-01-02T04:00:00Z,63000.0000,PUT,0.4565,352.7494
2025-01-02T05:00:00Z,59000.0000,CALL,0.4266,214.8755
2025-01-02T05:00:00Z,59000.0000,PUT,0.4266,401.3883
2025-01-02T05:00:00Z,60000.0000,CALL,0.4066,297.4975
2025-01-02T05:00:00Z,60000.0000,PUT,0.4066,308.4587
2025-01-02T05:00:00Z,61000.0000,CALL,0.3899,276.5615
2025-01-02T05:00:00Z,61000.0000,PUT,0.3899,409.4059
2025-01-02T05:00:00Z,62000.0000,CALL,0.4099,297.2423
2025-01-02T05:00:00Z,62000.0000,PUT,0.4099,323.5220
2025-01-02T05:00:00Z,63000.0000,CALL,0.4299,250.7578
2025-01-02T05:00:00Z,63000.0000,PUT,0.4299,309.7994
2025-01-02T06:00:00Z,59000.0000,CALL,0.4045,256.4354
2025-01-02T06:00:00Z,59000.0000,PUT,0.4045,401.4361
2025-01-02T06:00:00Z,60000.0000,CALL,0.3845,269.0054
2025-01-02T06:00:00Z,60000.0000,PUT,0.3845,275.7478
2025-01-02T06:00:00Z,61000.0000,CALL,0.3682,256.2964
2025-01-02T06:00:00Z,61000.0000,PUT,0.3682,358.8856
2025-01-02T06:00:00Z,62000.0000,CALL,0.3882,224.9970
2025-01-02T06:00:00Z,62000.0000,PUT,0.3882,284.1350
2025-01-02T06:00:00Z,63000.0000,CALL,0.4082,259.2828
2025-01-02T06:00:00Z,63000.0000,PUT,0.4082,366.7877
2025-01-02T07:00:00Z,59000.0000,CALL,0.3903,230.7970
2025-01-02T07:00:00Z,59000.0000,PUT,0.3903,396.0968
2025-01-02T07:00:00Z,60000.0000,CALL,0.3703,281.4482
2025-01-02T07:00:00Z,60000.0000,PUT,0.3703,343.5547
2025-01-02T07:00:00Z,61000.0000,CALL,0.3532,266.3889
2025-01-02T07:00:00Z,61000.0000,PUT,0.3532,329.2968
2025-01-02T07:00:00Z,62000.0000,CALL,0.3732,259.6515
2025-01-02T07:00:00Z,62000.0000,PUT,0.3732,323.5687
2025-01-02T07:00:00Z,63000.0000,CALL,0.3932,251.2706
2025-01-02T07:00:00Z,63000.0000,PUT,0.3932,334.5704
2025-01-02T08:00:00Z,59000.0000,CALL,0.3648,210.2354
2025-01-02T08:00:00Z,59000.0000,PUT,0.3648,306.2765
2025-01-02T08:00:00Z,60000.0000,CALL,0.3448,260.0878
2025-01-02T08:00:00Z,60000.0000,PUT,0.3448,311.0537
2025-01-02T08:00:00Z,61000.0000,CALL,0.3262,226.8146
2025-01-02T08:00:00Z,61000.0000,PUT,0.3262,318.7555
2025-01-02T08:00:00Z,62000.0000,CALL,0.3462,241.3427
2025-01-02T08:00:00Z,62000.0000,PUT,0.3462,287.9979
2025-01-02T08:00:00Z,63000.0000,CALL,0.3662,272.2099
2025-01-02T08:00:00Z,63000.0000,PUT,0.3662,268.1612
2025-01-02T09:00:00Z,59000.0000,CALL,0.3636,255.5197
2025-01-02T09:00:00Z,59000.0000,PUT,0.3636,344.5921
2025-01-02T09:00:00Z,60000.0000,CALL,0.3436,206.0438
2025-01-02T09:00:00Z,60000.0000,PUT,0.3436,282.4613
2025-01-02T09:00:00Z,61000.0000,CALL,0.3280,248.6833
2025-01-02T09:00:00Z,61000.0000,PUT,0.3280,308.7881
2025-01-02T09:00:00Z,62000.0000,CALL,0.3480,283.6480
2025-01-02T09:00:00Z,62000.0000,PUT,0.3480,369.2983
2025-01-02T09:00:00Z,63000.0000,CALL,0.3680,258.4141
2025-01-02T09:00:00Z,63000.0000,PUT,0.3680,388.3519
2025-01-02T10:00:00Z,59000.0000,CALL,0.3358,297.2339
2025-01-02T10:00:00Z,59000.0000,PUT,0.3358,352.1391
2025-01-02T10:00:00Z,60000.0000,CALL,0.3158,285.8132
2025-01-02T10:00:00Z,60000.0000,PUT,0.3158,269.4928
2025-01-02T10:00:00Z,61000.0000,CALL,0.3048,233.9221
2025-01-02T10:00:00Z,61000.0000,PUT,0.3048,286.8324
2025-01-02T10:00:00Z,62000.0000,CALL,0.3248,243.3101
2025-01-02T10:00:00Z,62000.0000,PUT,0.3248,319.2406
2025-01-02T10:00:00Z,63000.0000,CALL,0.3448,280.9141
2025-01-02T10:00:00Z,63000.0000,PUT,0.3448,281.4541
2025-01-02T11:00:00Z,59000.0000,CALL,0.3561,293.1227
2025-01-02T11:00:00Z,59000.0000,PUT,0.3561,316.4906
2025-01-02T11:00:00Z,60000.0000,CALL,0.3361,286.4173
2025-01-02T11:00:00Z,60000.0000,PUT,0.3361,301.3832
2025-01-02T11:00:00Z,61000.0000,CALL,0.3303,241.4661
2025-01-02T11:00:00Z,61000.0000,PUT,0.3303,386.7161
2025-01-02T11:00:00Z,62000.0000,CALL,0.3503,273.3620
2025-01-02T11:00:00Z,62000.0000,PUT,0.3503,265.4345
2025-01-02T11:00:00Z,63000.0000,CALL,0.3703,215.1570
2025-01-02T11:00:00Z,63000.0000,PUT,0.3703,285.4910
2025-01-02T12:00:00Z,59000.0000,CALL,0.3507,217.3274
2025-01-02T12:00:00Z,59000.0000,PUT,0.3507,269.4269
2025-01-02T12:00:00Z,60000.0000,CALL,0.3307,270.0036
2025-01-02T12:00:00Z,60000.0000,PUT,0.3307,331.8745
2025-01-02T12:00:00Z,61000.0000,CALL,0.3252,282.1068
2025-01-02T12:00:00Z,61000.0000,PUT,0.3252,377.0279
2025-01-02T12:00:00Z,62000.0000,CALL,0.3452,239.1141
2025-01-02T12:00:00Z,62000.0000,PUT,0.3452,370.3256
2025-01-02T12:00:00Z,63000.0000,CALL,0.3652,221.9134
2025-01-02T12:00:00Z,63000.0000,PUT,0.3652,337.8504
2025-01-02T13:00:00Z,59000.0000,CALL,0.3890,210.7049
2025-01-02T13:00:00Z,59000.0000,PUT,0.3890,380.0711
2025-01-02T13:00:00Z,60000.0000,CALL,0.3690,222.5567
2025-01-02T13:00:00Z,60000.0000,PUT,0.3690,341.7492
2025-01-02T13:00:00Z,61000.0000,CALL,0.3654,293.6198
2025-01-02T13:00:00Z,61000.0000,PUT,0.3654,298.6361
2025-01-02T13:00:00Z,62000.0000,CALL,0.3854,277.9732
2025-01-02T13:00:00Z,62000.0000,PUT,0.3854,366.2805
2025-01-02T13:00:00Z,63000.0000,CALL,0.4054,245.1738
2025-01-02T13:00:00Z,63000.0000,PUT,0.4054,404.7379
2025-01-02T14:00:00Z,59000.0000,CALL,0.3911,244.5019
2025-01-02T14:00:00Z,59000.0000,PUT,0.3911,400.2398
2025-01-02T14:00:00Z,60000.0000,CALL,0.3711,281.3246
2025-01-02T14:00:00Z,60000.0000,PUT,0.3711,297.1908
2025-01-02T14:00:00Z,61000.0000,CALL,0.3670,256.1834
2025-01-02T14:00:00Z,61000.0000,PUT,0.3670,400.9384
2025-01-02T14:00:00Z,62000.0000,CALL,0.3870,231.6175
2025-01-02T14:00:00Z,62000.0000,PUT,0.3870,360.0203
2025-01-02T14:00:00Z,63000.0000,CALL,0.4070,249.5697
2025-01-02T14:00:00Z,63000.0000,PUT,0.4070,370.3645
2025-01-02T15:00:00Z,59000.0000,CALL,0.4273,262.9213
2025-01-02T15:00:00Z,59000.0000,PUT,0.4273,417.8159
2025-01-02T15:00:00Z,60000.0000,CALL,0.4073,229.2594
2025-01-02T15:00:00Z,60000.0000,PUT,0.4073,353.8361
2025-01-02T15:00:00Z,61000.0000,CALL,0.4002,252.1165
2025-01-02T15:00:00Z,61000.0000,PUT,0.4002,302.6397
2025-01-02T15:00:00Z,62000.0000,CALL,0.4202,295.9201
2025-01-02T15:00:00Z,62000.0000,PUT,0.4202,310.9407
2025-01-02T15:00:00Z,63000.0000,CALL,0.4402,296.8613
